chinese,english
志愿者的热情如融融阳光，为这略微有些寒冷的清晨带来了暖意。,"The volunteers' enthusiasm was like the gentle warmth of the sun, bringing a touch of warmth to this slightly chilly morning."
林青自幼对木雕颇感兴趣，六岁起即拜当地的匠人为师，潜心学习雕刻技艺。,"Lin Qing had been fascinated by woodcarving from a young age; from the age of six, he apprenticed himself to a local craftsman and devoted himself to learning the art of carving."
城市民宿往往隐于闹市，因其风格独特，活动自由，如今颇受顾客青睐。,"Urban holiday rentals are often tucked away in the heart of the city; thanks to their unique style and the freedom they offer, they are now very popular with guests."
他顾不上长途飞行的疲惫，稍稍歇息后就马不停蹄地与客户商讨合作事宜。,"He paid no heed to his fatigue from the long-haul flight; after a brief rest, he set about discussing the collaboration with the client without delay."
她坐在那里，低头摆弄着衣角，稍稍有些拘谨。,"She sat there, looking down and fiddling with the hem of her dress, looking slightly self-conscious."
按照赵医生的手术治疗方案，患者最后转危为安，家属对其万分感激。,"Following Dr Zhao's surgical treatment plan, the patient's condition eventually stabilised, and the family were immensely grateful to him."
学生们平时只在银幕上见过周老师，现在有幸现场得见其“庐山真面目”，个个激动万分。,"The students had previously only seen Mr Zhou on screen, so now that they had the chance to see him ‘in the flesh', they were all absolutely thrilled."
谈及自己的远大理想，他有点儿激动，面色微红，声音也有点儿颤抖。,"When talking about his lofty aspirations, he became a little emotional; his face flushed slightly and his voice trembled a little."
听了我的话，他微张着嘴，好像想说点儿什么，但最终还是什么也没说。,"After hearing what I said, he stood there with his mouth slightly open, as if he wanted to say something, but in the end he said nothing."
这次比赛中，9号选手的表现尤为突出，给评委和观众都留下了深刻的印象。,"In this competition, Contestant No. 9 gave a particularly outstanding performance, leaving a lasting impression on both the judges and the audience."
在三星堆考古新成果中，尤为引人注目的是一座通高近70厘米的大口尊。,"Among the latest archaeological discoveries at Sanxingdui, a wide-mouthed vessel standing nearly 70 centimetres tall is particularly striking."
近年来，两国战略沟通合作日益密切，兄弟情谊愈加深厚。,"In recent years, strategic communication and cooperation between the two countries have become increasingly close, and the bonds of friendship between them have grown ever stronger."
随着阅读的增多，书慧愈加不满足于安居于室，渴望去见识外面的世界。,"As she read more and more, Shuhui became increasingly restless at staying indoors and longed to see the world beyond."
经过数百次的舞台历练，他的演技越发纯熟。,"After hundreds of stage performances, his acting has become increasingly polished."
缠绵的雨丝，飘洒在青石小巷，越发让人觉得诗意。,The gentle drizzle falling on the blue-stone alleyways lends the scene an even more poetic atmosphere.
他的身体已经大体恢复了，我觉得可以进行一些基础性训练了。,"He has largely recovered, so I think he's ready to start some basic training."
同类企业中，设备或许大体相似，但是生产效能可能相差悬殊。,"Among similar companies, the equipment may be broadly similar, but production efficiency can vary considerably."
游客因擅自参加高危活动所造成的人身和财产损失，本旅行社概不负责。,This travel agency accepts no liability for any personal injury or loss of property suffered by visitors as a result of their unauthorised participation in high-risk activities.
